"email","city","state"
"tassiano.elisangelo563928@gmail.com","COLATINA","ES"
"adejailma.francilu480292@gmail.com","RIOZINHO","RS"
"sheylla.palmiria648384@gmail.com","SÃO JOSÉ","SC"
"evaldson.deusivania819524@gmail.com","CONTENDA","PR"
"evaldson.jesina301750@gmail.com","BELO HORIZONTE","MG"
"darla.genai175750@gmail.com","MONTE CARLO","SC"
"ermerinda.lauricio372738@gmail.com","PARÁ DE MINAS","MG"
"lys.duarte575212@gmail.com","DUQUE DE CAXIAS","RJ"
"osaira.duarte351124@gmail.com","SÃO MATEUS DO SUL","PR"
"cleudis.duarte751488@gmail.com","FLORIANÓPOLIS","SC"
"clobson.duarte717634@gmail.com","RIO NEGRINHO","SC"
"joilce.edinomar968246@gmail.com","CANGUÇU","RS"
"ermerinda.castro573952@gmail.com","NOVA LIMA","MG"
"simpliciano.duarte497050@gmail.com","PONTA GROSSA","PR"
"armedio.elizani542746@gmail.com","BETIM","MG"
"ezo.othon228632@gmail.com","RIO DO SUL","SC"
"daliane.adalsina590832@gmail.com","SÃO GONÇALO","RJ"
"alvorino.duarte938932@gmail.com","MANDAGUAÇU","PR"
"iure.edison846846@gmail.com","SÃO LEOPOLDO","RS"
"geilto.shenia992726@gmail.com","MONTES CLAROS","MG"
"raymison.duany667104@gmail.com","ITAPOÁ","SC"
"dalyson.kariellen739876@gmail.com","CURITIBA","PR"
"izaeti.deusidete087982@gmail.com","BELO HORIZONTE","MG"
"damares.urbana914868@gmail.com","TRÊS CACHOEIRAS","RS"
"elizeu.antonira010310@gmail.com","CONTAGEM","MG"
"estevita.edison043770@gmail.com","CURITIBANOS","SC"
"jeneilson.urbana306490@gmail.com","PORTO ALEGRE","RS"
"cleuto.francilu301016@gmail.com","CALMON","SC"
"damasio.luzidete034144@gmail.com","MONTE SANTO","BA"
"ledenilson.lauricio932776@gmail.com","IMBÉ","RS"
"evaldson.edison418186@gmail.com","SANTA VITÓRIA DO PALMAR","RS"
"klenilton.vandete721568@gmail.com","SAPUCAIA DO SUL","RS"
"damares.lauricio215510@gmail.com","UBERABA","MG"
"ayslam.lauricio287880@gmail.com","GRAVATAÍ","RS"
"ervila.duarte608798@gmail.com","CAMPO LARGO","PR"
"alvorino.juvir700566@gmail.com","LAGOA VERMELHA","RS"
"iveta.genai165568@gmail.com","PONTA GROSSA","PR"
"raolina.wuilson395098@gmail.com","BETIM","MG"
"marilene.duarte669574@gmail.com","PONTE ALTA DO NORTE","SC"
"sheylla.lauricio527370@gmail.com","LEBON RÉGIS","SC"
"iveta.luzamira458918@gmail.com","IBIRITÉ","MG"
"tayana.jeselene826770@gmail.com","PORTO ALEGRE","RS"
"sheylla.francilu744160@gmail.com","PRESIDENTE GETÚLIO","SC"
"suyla.sabio003150@gmail.com","ESPUMOSO","RS"
"laurecy.rosiberto286800@gmail.com","INDAIAL","SC"
"jenefe.duarte132014@gmail.com","VERA","MT"
"viviene.izaela300554@gmail.com","SÃO FRANCISCO DE PAULA","RS"
"jeneilson.lauricio501916@gmail.com","NOVA IGUAÇU","RJ"
"mahatma.duarte086988@gmail.com","BELO HORIZONTE","MG"
"gercica.genai344420@gmail.com","CACHOEIRINHA","RS"
"clobson.duarte822716@gmail.com","SÃO JOAQUIM","SC"
"neidival.genai132422@gmail.com","MINAS DO LEÃO","RS"
"sheylla.gemile964024@gmail.com","BRASÍLIA","DF"
"simpliciano.estener396962@gmail.com","PASSOS","MG"
"azafe.balduino300574@gmail.com","TAPERA","RS"
"alam.shenia818920@gmail.com","CACHOEIRINHA","RS"
"clobson.lauricio598104@gmail.com","VIAMÃO","RS"
"risonaide.adalvir431722@gmail.com","RIO DO OESTE","SC"
"viviene.lauricio967586@gmail.com","GOIÂNIA","GO"
"joisiele.shailane477444@gmail.com","INDAIAL","SC"
"adejailma.francilu876954@gmail.com","NAVEGANTES","SC"
"neivam.francilu829316@gmail.com","POUSO ALEGRE","MG"
"arnald.naliane130704@gmail.com","VIAMÃO","RS"
"vardelino.genai558838@gmail.com","IBIRITÉ","MG"
"jonieli.duarte539302@gmail.com","LONDRINA","PR"
"vlademir.lauricio105430@gmail.com","SALINAS","MG"
"dalzirene.areolina349998@gmail.com","LAGES","SC"
"alcindo.duarte000770@gmail.com","ESMERALDAS","MG"
"viviene.duarte477506@gmail.com","PORTO ALEGRE","RS"
"maiander.lauricio735338@gmail.com","CONTAGEM","MG"
"lauriano.lauricio206448@gmail.com","BETIM","MG"
"evaldson.cleslei162758@gmail.com","LAGES","SC"
"clobson.lauricio087762@gmail.com","VERA CRUZ DO OESTE","PR"
"damares.urbana975082@gmail.com","JARAGUÁ DO SUL","SC"
"vaguina.saburo152920@gmail.com","TAIÓ","SC"
"jonhn.adeildo824230@gmail.com","FERNANDO DE NORONHA","PE"
"elmison.francilu073722@gmail.com","COLOMBO","PR"
"norrara.francilu893332@gmail.com","JARAGUÁ DO SUL","SC"
"irvania.janeffer737342@gmail.com","APARECIDA DE GOIÂNIA","GO"
"sheylla.duarte198400@gmail.com","LAGES","SC"
"lyss.lorien330280@gmail.com","SABARÁ","MG"
"arlea.djaci961588@gmail.com","SÃO JOÃO BATISTA DO GLÓRIA","MG"
"neilde.edmond558926@gmail.com","CURVELO","MG"
"cayllane.duarte201664@gmail.com","TORRES","RS"
"raven.genai936066@gmail.com","SANTO ANTÔNIO DE PÁDUA","RJ"
"dalam.anacio204076@gmail.com","IÇARA","SC"
"iveta.mercinda405298@gmail.com","BELO HORIZONTE","MG"
"maena.ednna322774@gmail.com","BOCAÍNA DO SUL","SC"
"adejailma.argulino204712@gmail.com","CAMPO GRANDE","MS"
"deinha.duarte474150@gmail.com","CORREIA PINTO","SC"
"jhoi.udenilton210748@gmail.com","SANTO ANTÔNIO DO MONTE","MG"
"georgines.argulino909222@gmail.com","CURITIBA","PR"
"jannette.nainne884072@gmail.com","BANDEIRANTES","PR"
"dalyson.duarte041622@gmail.com","ARAPONGAS","PR"
"idaildo.lauricio080104@gmail.com","ITAPEMA","SC"
"nobuhiro.zeliana377238@gmail.com","RIO DE JANEIRO","RJ"
"dilbert.genai112212@gmail.com","PORTO ALEGRE","RS"
"ervio.francilu585258@gmail.com","VACARIA","RS"
"adineia.duarte345010@gmail.com","DIVINÓPOLIS","MG"
"ridel.urbana617400@gmail.com","GRAMADO","RS"
"leonarda.genai919446@gmail.com","DUQUE DE CAXIAS","RJ"
"dalmir.duarte087888@gmail.com","ANITA GARIBALDI","SC"
"joelza.mariese530970@gmail.com","CURITIBA","PR"
"sirleis.estener162430@gmail.com","ALMIRANTE TAMANDARÉ","PR"
"nilsirene.nabeli428180@gmail.com","CANOAS","RS"
"arailda.duarte991084@gmail.com","MONTE CARLO","SC"
"euzer.djaci202310@gmail.com","CAPELINHA","MG"
"viviene.lauricio067544@gmail.com","BELFORD ROXO","RJ"
"laurisia.hanrry111922@gmail.com","BETIM","MG"
"cleuseli.jerulino224226@gmail.com","ALMIRANTE TAMANDARÉ","PR"
"iure.genai267308@gmail.com","TOLEDO","MG"
"laurenir.luisy945074@gmail.com","ANGRA DOS REIS","RJ"
"kirla.duarte363708@gmail.com","SANTA TEREZINHA","SC"
"susiana.francilu202116@gmail.com","DÁRIO MEIRA","BA"
"isailda.antonilsa768914@gmail.com","SÃO JOSÉ DOS PINHAIS","PR"
"elizani.lawanda530336@gmail.com","POUSO REDONDO","SC"
"maclaudio.milvania310570@gmail.com","TRÊS BARRAS","SC"
"hannya.francilu978774@gmail.com","BOM SUCESSO","MG"
"diomedis.areci703946@gmail.com","LAGES","SC"
"genoval.igle733692@gmail.com","VENÂNCIO AIRES","RS"
"anadir.udenilton668468@gmail.com","VOLTA REDONDA","RJ"
"dieson.jesina079752@gmail.com","RIO RUFINO","SC"
"avanir.shenia648570@gmail.com","NOSSA SENHORA DAS GRAÇAS","PR"
"dirleine.lauricio807980@gmail.com","CANOAS","RS"
"rikuelme.argulino105998@gmail.com","BETIM","MG"
"tayana.dhiemeson821126@gmail.com","SÃO SEBASTIÃO DO PARAÍSO","MG"
"joeson.missai528806@gmail.com","GRAVATAÍ","RS"
"dorcides.osvalter997212@gmail.com","GUARAPUAVA","PR"
"livea.areci506466@gmail.com","IBIRITÉ","MG"
"vangelio.juvilde994786@gmail.com","LAGES","SC"
"davis.rayra373372@gmail.com","ALVORADA","RS"
"laudiseia.livingstone969994@gmail.com","CAXIAS DO SUL","RS"
"adejailma.sheilla737202@gmail.com","LAGES","SC"
"madrilene.duarte239652@gmail.com","NOVA ESPERANÇA","MG"
"iero.duarte929546@gmail.com","GOIÂNIA","GO"
"neidilson.brasilene815848@gmail.com","LAGES","SC"
"geonilde.lauricio699586@gmail.com","CONTAGEM","MG"
"myleny.lorrene012540@gmail.com","LEBON RÉGIS","SC"
"padilha.rone424660@gmail.com","BLUMENAU","SC"
"suyla.areci164350@gmail.com","MARINGÁ","PR"
"myke.gedielson695976@gmail.com","LAGES","SC"
"avania.francilu346398@gmail.com","CAPÃO ALTO","SC"
"taelise.francilu721604@gmail.com","SETE LAGOAS","MG"
"gileuza.marisan115350@gmail.com","LAGES","SC"
"izaela.duarte373182@gmail.com","SÃO JOÃO DO ITAPERIÚ","SC"
"alaim.duarte348070@gmail.com","BELO HORIZONTE","MG"
"izabelina.janimara975522@gmail.com","ARARUAMA","RJ"
"jervasio.duarte374452@gmail.com","LAGES","SC"
"adejailma.duarte576784@gmail.com","SANTA LUZIA","MG"
"lves.vam361314@gmail.com","BELO HORIZONTE","MG"
"dalvam.carmelene957774@gmail.com","JUATUBA","MG"
"sheylla.emile518392@gmail.com","BETIM","MG"
"sarlene.claurenice214054@gmail.com","CRICIÚMA","SC"
"estevania.francilu756762@gmail.com","POUSO REDONDO","SC"
"cleudis.lauricio241708@gmail.com","SÃO JOAQUIM","SC"
"shesley.deusinaldo026948@gmail.com","SABARÁ","MG"
"arivaneide.monalissa540412@gmail.com","GUAMIRANGA","PR"
"raulene.franciley046426@gmail.com","CANOINHAS","SC"
"adejanio.jucela073504@gmail.com","BETIM","MG"
"geona.livingstone379670@gmail.com","VIAMÃO","RS"
"cleudis.lauricio450870@gmail.com","BELO HORIZONTE","MG"
"ausirene.charlem657306@gmail.com","CURITIBA","PR"
"valfrido.jesina662106@gmail.com","POMERODE","SC"
"waglene.areci088620@gmail.com","RIO DE JANEIRO","RJ"
"leciara.adeildo969458@gmail.com","VILA VELHA","ES"
"joelson.flodoaldo623168@gmail.com","BLUMENAU","SC"
"adinis.duarte500756@gmail.com","GOIÂNIA","GO"
"adejailma.keuvia462944@gmail.com","SERRA","ES"
"gildevane.francilu116950@gmail.com","PORTO ALEGRE","RS"
"sanderlandia.klebert299544@gmail.com","SERRA","ES"
"vanduy.adeildo148494@gmail.com","BETIM","MG"
"laurivalda.enelita570818@gmail.com","SANTA CECÍLIA","SC"
"famela.duarte042226@gmail.com","GRAMADO","RS"
"harmando.jesina101014@gmail.com","ILHOTA","SC"
"genomar.jussario954258@gmail.com","PORTO ALEGRE","RS"
"simiramis.duarte612526@gmail.com","SANTA BÁRBARA","MG"
"wadimir.rayra550734@gmail.com","CAMPO LARGO","PR"
"ercilha.varleia148110@gmail.com","RIO DE JANEIRO","RJ"
"izalene.claudoberto664680@gmail.com","CAMPO DO TENENTE","PR"
"laurivalda.mercelina861460@gmail.com","CONTAGEM","MG"
"evandro.duarte359400@gmail.com","POCONÉ","MT"
"kiliane.duarte672874@gmail.com","BOCAÍNA DO SUL","SC"
"damares.ramiele719882@gmail.com","SANTA VITÓRIA DO PALMAR","RS"
"gildenor.fracisca348316@gmail.com","FUNDÃO","ES"
"leli.aradia244244@gmail.com","IGREJINHA","RS"
"viviene.lauricio102516@gmail.com","SÃO SEBASTIÃO DO PARAÍSO","MG"
"neilon.elzangela071572@gmail.com","INDAIAL","SC"
"edircio.duarte984238@gmail.com","FRONTEIRA","MG"
"dineva.kaysson677662@gmail.com","ALVORADA","RS"
"cleuto.francilu981848@gmail.com","NOVA CANAÃ DO NORTE","MT"
"italina.jeovanio496346@gmail.com","ALVORADA","RS"
"raqueane.horozina781108@gmail.com","VIAMÃO","RS"
"dalila.eliziana461966@gmail.com","BELO HORIZONTE","MG"
"samil.jussilaine927936@gmail.com","CLARO DOS POÇÕES","MG"
"ezo.leonia793408@gmail.com","PRATA","MG"
"mylene.dionario938614@gmail.com","RIO DE JANEIRO","RJ"
"niles.ryandra296510@gmail.com","ALVORADA","RS"
"jhamerson.argulino971924@gmail.com","SÃO JOSÉ DOS PINHAIS","PR"
"albetania.genai515872@gmail.com","VIAMÃO","RS"
"clodocir.duarte010592@gmail.com","GUAPIMIRIM","RJ"
"dalzirene.adeildo741866@gmail.com","CURITIBA","PR"
"adonaide.luisy595414@gmail.com","CAMANDUCAIA","MG"
"sheylla.ivna637532@gmail.com","BELO HORIZONTE","MG"
"kuele.francilu519234@gmail.com","IBIRITÉ","MG"
"rilde.lauricio960572@gmail.com","FLORAÍ","PR"
"ellaine.marthus774020@gmail.com","PASSO DE TORRES","SC"
"nilco.raguel066302@gmail.com","ALVORADA","RS"
"xarlene.vadeci931248@gmail.com","GUAPÉ","MG"
"maridel.deusidete067066@gmail.com","SOMBRIO","SC"
"ermi.areci081976@gmail.com","CANOINHAS","SC"
"neilde.francilu741208@gmail.com","ALVORADA","RS"
"dorcinda.argulino329676@gmail.com","VIDEIRA","SC"
"vangia.lauricio607582@gmail.com","CONTAGEM","MG"
"erothides.uzi335184@gmail.com","LAGES","SC"
"cleucione.claudimei210420@gmail.com","BARRA DO RIBEIRO","RS"
"elizabt.areci538420@gmail.com","SÃO LOURENÇO","MG"
"alcisa.lauricio687572@gmail.com","PATO BRANCO","PR"
"maedson.francilu969106@gmail.com","VIAMÃO","RS"
"adelisio.nabeli824022@gmail.com","BELO HORIZONTE","MG"
"alanes.lauricio173008@gmail.com","CASCAVEL","PR"
"lindonir.genai401802@gmail.com","RIO DE JANEIRO","RJ"
"dalyson.monalissa210666@gmail.com","PORTO ALEGRE","RS"
"osmaildo.rodilfo885844@gmail.com","CAXIAS DO SUL","RS"
"ademison.hanrry765716@gmail.com","BELO HORIZONTE","MG"
"adejailma.duarte529944@gmail.com","BELO HORIZONTE","MG"
"ellyne.senilson977526@gmail.com","DUQUE DE CAXIAS","RJ"
"ligiany.dhiemeson594750@gmail.com","BUTIÁ","RS"
"aulerita.duarte785952@gmail.com","CAÇADOR","SC"
"suyla.duarte380776@gmail.com","TIMBÓ GRANDE","SC"
"sheylla.othon816376@gmail.com","SÃO GONÇALO","RJ"
"simonea.duarte658796@gmail.com","NOVO HAMBURGO","RS"
"estevania.kauam453406@gmail.com","CURITIBA","PR"
"neivam.gedalia149626@gmail.com","LONDRINA","PR"
"juvenil.duarte119558@gmail.com","TAQUARA","RS"
"dedilene.hiza733428@gmail.com","CURITIBA","PR"
"elizeu.francilu654268@gmail.com","CAMPO LARGO","PR"
"taivan.elisandrea070612@gmail.com","SABARÁ","MG"
"jelmir.hanrry927120@gmail.com","SÃO JOSÉ DOS PINHAIS","PR"
"sylvania.lauricio011978@gmail.com","LINHARES","ES"
"taelise.francilu039098@gmail.com","JOINVILLE","SC"
"izabelina.djaci081902@gmail.com","CURITIBA","PR"
"sidely.cervulo294910@gmail.com","BLUMENAU","SC"
"nenivaldo.shenia789810@gmail.com","CARMO DO RIO CLARO","MG"
"idilei.areci282802@gmail.com","ITAJAÍ","SC"
"eliziara.jussario795558@gmail.com","SÃO JOSÉ","SC"
"lerissa.duarte034414@gmail.com","RIO DAS OSTRAS","RJ"
"elizabetha.genai205446@gmail.com","RIBEIRÃO DAS NEVES","MG"
"cidinara.gilderlane755094@gmail.com","CARIACICA","ES"
"nisael.argulino666462@gmail.com","LAGES","SC"
"ana.valdomiria142564@gmail.com","APARECIDA DE GOIÂNIA","GO"
"ercilha.ivila608446@gmail.com","LAGES","SC"
"cleusina.duarte265000@gmail.com","COLOMBO","PR"
"ledenilson.adeildo565880@gmail.com","BLUMENAU","SC"
"albair.raqueliane117286@gmail.com","CAXIAS DO SUL","RS"
"simiramis.raguel682046@gmail.com","UBERABA","MG"
"tairini.estener618740@gmail.com","NITERÓI","RJ"
"degenane.edison446478@gmail.com","BIGUAÇU","SC"
"shiara.luzamira326312@gmail.com","LAGES","SC"
"ralfy.valemar126288@gmail.com","LAGES","SC"
"nilande.lauricio795936@gmail.com","IGUATAMA","MG"
"dalila.jussilaine443398@gmail.com","LEME DO PRADO","MG"
"domimgos.anacio326210@gmail.com","CURITIBA","PR"
"kozo.genai179276@gmail.com","SÃO JOSÉ","SC"
"vivaldi.nabor130980@gmail.com","LAGES","SC"
"ivonelia.hemili808480@gmail.com","RIO DE JANEIRO","RJ"
"clobson.rilto831402@gmail.com","SANTA CECÍLIA","SC"
"juvenil.estener129992@gmail.com","PORTO ALEGRE","RS"
"idla.lauricio954380@gmail.com","CONTAGEM","MG"
"degenane.marielise940824@gmail.com","GRAVATAÍ","RS"
"isailda.jarbson306220@gmail.com","CASCAVEL","PR"
"ezo.doriedsom173890@gmail.com","ITUPORANGA","SC"
"tanile.rafani371218@gmail.com","SANTO ANTÔNIO DA PLATINA","PR"
"vituriano.duarte016806@gmail.com","LAGES","SC"
"cleunira.dionario460210@gmail.com","CONTAGEM","MG"
"clerito.marthus127920@gmail.com","RIO DE JANEIRO","RJ"
"ana.duarte088854@gmail.com","CALDAS NOVAS","GO"
"adrisom.maxoel532074@gmail.com","BLUMENAU","SC"
"degivan.josuel121496@gmail.com","BELO HORIZONTE","MG"
"edivalter.cleucivania860696@gmail.com","AREADO","MG"
"cleuto.lauricio046724@gmail.com","RIO DE JANEIRO","RJ"
"izaildo.duarte697810@gmail.com","LAGES","SC"
"adeivo.edineldo039268@gmail.com","JACIARA","MT"
"dalsilene.duarte516308@gmail.com","BALNEÁRIO CAMBORIÚ","SC"
"jaciva.areci233564@gmail.com","CRICIÚMA","SC"
"nislane.patrikc967832@gmail.com","BELO HORIZONTE","MG"
"ardilis.duarte668766@gmail.com","CURITIBANOS","SC"
"misangela.randolpho863892@gmail.com","FRONTEIRA","MG"
"simonides.francilu318322@gmail.com","CÁSSIA","MG"
"sheylla.duarte330474@gmail.com","ACARAÚ","CE"
"cleicione.lauricio831906@gmail.com","ITAÚ DE MINAS","MG"
"ana.lauricio857778@gmail.com","BELO HORIZONTE","MG"
"edevino.dionario137990@gmail.com","BELO HORIZONTE","MG"
"aryton.dionario919562@gmail.com","ARAXÁ","MG"
"adejailma.argulino295850@gmail.com","FRAIBURGO","SC"
"francismara.lauricio697600@gmail.com","IPATINGA","MG"
"magnovaldo.francilu619914@gmail.com","SÃO GONÇALO","RJ"
"verailda.areci613012@gmail.com","CAMPESTRE","MG"
"rangner.areci097080@gmail.com","CANOAS","RS"
"alanio.gilvande105180@gmail.com","CONTAGEM","MG"
"lys.jhonantan233376@gmail.com","MONTES CLAROS","MG"
"dalmar.rodmilson781152@gmail.com","CAXIAS DO SUL","RS"
"nelzo.luzidete266138@gmail.com","TAIÓ","SC"
"cidinara.jeovanio409656@gmail.com","FRAIBURGO","SC"
"deyglison.duarte333610@gmail.com","CONTAGEM","MG"
"neilde.dhiemeson616578@gmail.com","SÃO JOSÉ DOS PINHAIS","PR"
"denildo.jeovanio988224@gmail.com","BELO HORIZONTE","MG"
"kicila.lauricio714994@gmail.com","CACHOEIRINHA","RS"
"dermerval.marilo782492@gmail.com","CAÇADOR","SC"
"izabelina.elzangela173858@gmail.com","BELO HORIZONTE","MG"
"eliadne.areci791340@gmail.com","SÃO JOSÉ DA LAPA","MG"
"jonia.francilu669712@gmail.com","BELO HORIZONTE","MG"
"neilde.gilvoneide660808@gmail.com","AUGUSTO DE LIMA","MG"
"simauro.niles397804@gmail.com","ITAÚNA","MG"
"dalmar.ivna063406@gmail.com","GOIÂNIA","GO"
"ivanet.duarte787054@gmail.com","LAGES","SC"
"sheylla.duarte740550@gmail.com","POÇOS DE CALDAS","MG"
"gila.duarte553606@gmail.com","GOIÂNIA","GO"
"alanio.shenia819256@gmail.com","CAÇADOR","SC"
"klenilton.djaci926822@gmail.com","POUSO ALEGRE","MG"
"alanes.dionario268022@gmail.com","SÃO JOSÉ","SC"
"edislandia.deusenita238096@gmail.com","LAGES","SC"
"oana.luzidete272240@gmail.com","RIO DE JANEIRO","RJ"
"francois.duarte345986@gmail.com","PAPANDUVA","SC"
"neidilson.francilu806166@gmail.com","BETIM","MG"
"gila.jeniltom373104@gmail.com","TIMBÓ GRANDE","SC"
"davis.anacio100350@gmail.com","PELOTAS","RS"
"adejailma.ramiele545824@gmail.com","CONCEIÇÃO DO MATO DENTRO","MG"
"francele.lauricio643482@gmail.com","PARAGUAÇU","MG"
"alcindo.dilcineia228342@gmail.com","CONTAGEM","MG"
"sheylla.francilu489642@gmail.com","ARAXÁ","MG"
"fulosina.duarte022184@gmail.com","FORMIGA","MG"
"jandicleide.genai678586@gmail.com","APARECIDA DE GOIÂNIA","GO"
"leomario.genai570252@gmail.com","SANTA CECÍLIA","SC"
"lizeni.bertil849186@gmail.com","BELO HORIZONTE","MG"
"vanduy.francilu350192@gmail.com","BELO HORIZONTE","MG"
"gilberlam.lorien353130@gmail.com","TAPERA","RS"
"clobson.reberth191816@gmail.com","LAGES","SC"
"leonarda.duarte819888@gmail.com","ESMERALDAS","MG"
"cleudis.weides772248@gmail.com","BALNEÁRIO PIÇARRAS","SC"
"ubirai.jossivania594704@gmail.com","ALMIRANTE TAMANDARÉ","PR"
"anai.djaci175254@gmail.com","RIO DE JANEIRO","RJ"
"sheylla.argulino754350@gmail.com","PORTO ALEGRE","RS"
"lienice.flodoaldo272516@gmail.com","RIO DE JANEIRO","RJ"
"jhanifer.duarte297940@gmail.com","BLUMENAU","SC"
"viviene.ivna055440@gmail.com","BLUMENAU","SC"
"laurivalda.wisner262566@gmail.com","VESPASIANO","MG"
"clevandira.areci455038@gmail.com","BLUMENAU","SC"
"sylvania.duarte596652@gmail.com","CAMBORIÚ","SC"
"guilda.areci328280@gmail.com","UBERABA","MG"
"nelian.eliziana349810@gmail.com","MONTES CLAROS","MG"
"naderson.areci800910@gmail.com","SETE LAGOAS","MG"
"edlucio.walis619890@gmail.com","CANELINHA","SC"
"oana.ritalo020874@gmail.com","PONTE ALTA DO NORTE","SC"
"adneusa.duarte183036@gmail.com","PONTE ALTA","SC"
"dalmar.duarte994940@gmail.com","OURO PRETO","MG"
"sheylla.duarte495806@gmail.com","ARACRUZ","ES"
"warley.francilu126276@gmail.com","RIO DE JANEIRO","RJ"
"wuilso.jolaine164608@gmail.com","RIO DE JANEIRO","RJ"
"alarico.bernevaldo111106@gmail.com","CONTAGEM","MG"
"adones.francilu682734@gmail.com","PORTO ALEGRE","RS"
"elon.areolina484328@gmail.com","CANOAS","RS"
"suyla.lauricio817604@gmail.com","GRAVATAÍ","RS"
"simonides.gilverson998776@gmail.com","JOINVILLE","SC"
"misiele.genai471280@gmail.com","APARECIDA DE GOIÂNIA","GO"
"jerssica.duarte890440@gmail.com","CURITIBA","PR"
"juliamar.francilu414432@gmail.com","SANTA CECÍLIA","SC"
"greidson.luzidete955304@gmail.com","NOVO HAMBURGO","RS"
"davii.anacleide011880@gmail.com","PORTO ALEGRE","RS"
"neidilson.lauricio481666@gmail.com","ITAPOÁ","SC"
"laurecy.duarte723958@gmail.com","ITAJAÍ","SC"
"nilsirene.irion790926@gmail.com","OURO PRETO","MG"
"izon.jeniltom126996@gmail.com","CURITIBA","PR"
"sheylla.duarte196422@gmail.com","CONTAGEM","MG"
"neidilson.gildei697478@gmail.com","RIO DE JANEIRO","RJ"
"simerio.jesina104658@gmail.com","LAGES","SC"
"iure.deusomar117624@gmail.com","CONTAGEM","MG"
"jarney.josmair400788@gmail.com","GUAÍRA","PR"
"jonieli.genai351600@gmail.com","ESPUMOSO","RS"
"taivan.areolina797444@gmail.com","BRASÍLIA","DF"
"rosenilva.gorki495378@gmail.com","COLOMBO","PR"
"clobson.duarte931882@gmail.com","MONTES CLAROS","MG"
"estefesson.duarte622650@gmail.com","BETIM","MG"
"montanaro.genai312254@gmail.com","CONTAGEM","MG"
"clevandira.francilu368124@gmail.com","BELO HORIZONTE","MG"
"laudivina.izaela967818@gmail.com","BELO HORIZONTE","MG"
"eliacim.argulino917256@gmail.com","CAPITÃO ENÉAS","MG"
"iumara.hanrry133458@gmail.com","LAGES","SC"
"osvania.lauricio932490@gmail.com","TIJUCAS","SC"
"estalina.waldira196506@gmail.com","ALFREDO CHAVES","ES"
"rosirlei.deusenita686616@gmail.com","CUIABÁ","MT"
"damares.duarte072010@gmail.com","CRICIÚMA","SC"
"izabelina.genai467168@gmail.com","MONTES CLAROS","MG"
"melvino.nabor315936@gmail.com","QUISSAMÃ","RJ"
"sinesio.duarte714352@gmail.com","FLORIANÓPOLIS","SC"
"suzielem.duarte101514@gmail.com","BLUMENAU","SC"
"dalvam.gilsiney784266@gmail.com","CURITIBA","PR"
"irleane.patrikc035314@gmail.com","CURITIBA","PR"
"evaldson.adeildo884834@gmail.com","BLUMENAU","SC"
"viviene.duarte808026@gmail.com","LAGES","SC"
"jelmir.djaci902630@gmail.com","SÃO JOÃO DE MERITI","RJ"
"izabethe.duarte184776@gmail.com","CURITIBA","PR"
"aulerino.kenea063620@gmail.com","PASSOS","MG"
"adejailma.lauricio807536@gmail.com","POÇOS DE CALDAS","MG"
"estherfany.armand553272@gmail.com","CANOAS","RS"
"weberton.rosvaldina090044@gmail.com","ELDORADO DO SUL","RS"
"darleno.lauricio513960@gmail.com","CAÇADOR","SC"
"dalsilene.adcelia902300@gmail.com","CURITIBA","PR"
"estevita.jesina695492@gmail.com","CIDREIRA","RS"
"adejailma.rayllander822266@gmail.com","FORQUILHINHA","SC"
"adivanete.duarte172302@gmail.com","TIJUCAS","SC"
"vlaudemir.maxieli398012@gmail.com","SANTANA DO LIVRAMENTO","RS"
"reilson.jossani484530@gmail.com","RIO DE JANEIRO","RJ"
"jhamerson.rodmilson547362@gmail.com","LAGES","SC"
"ednalvo.areci214694@gmail.com","BELO HORIZONTE","MG"
"laurivalda.duarte409484@gmail.com","BETIM","MG"
"tairini.edinaia781986@gmail.com","CAMPO GRANDE","MS"
"lves.aysha495940@gmail.com","BLUMENAU","SC"
"carmezita.monalissa144968@gmail.com","ESMERALDAS","MG"
"rosimai.jandilucia485678@gmail.com","BELO HORIZONTE","MG"
"melba.patrikc710178@gmail.com","URUBICI","SC"
"ana.genai610616@gmail.com","SABARÁ","MG"
"neidilson.duarte935548@gmail.com","SANTA LUZIA","MG"
"damares.luisy677576@gmail.com","GASPAR","SC"
"dalzirene.duarte923510@gmail.com","CORREIA PINTO","SC"
"iure.kallio672518@gmail.com","VARGINHA","MG"
"laydson.rislayne513122@gmail.com","CURITIBA","PR"
"estefesson.estalin159950@gmail.com","IMBUIA","SC"
"adejailma.rogerlan106556@gmail.com","RIBEIRÃO DAS NEVES","MG"
"normilson.jerolino032756@gmail.com","FRANCISCO BELTRÃO","PR"
"izabelina.lauricio294936@gmail.com","PASSOS","MG"
"lindecir.duarte710284@gmail.com","ÁGUAS VERMELHAS","MG"
"elicson.geliza475882@gmail.com","SÃO JOAQUIM","SC"
"sheylla.genai623898@gmail.com","APARECIDA DE GOIÂNIA","GO"
"wolfgang.mosarte283988@gmail.com","ARARANGUÁ","SC"
"roulien.genai239080@gmail.com","COLATINA","ES"
"sheylla.livrada641488@gmail.com","MONTES CLAROS","MG"
"nilseane.jutair289692@gmail.com","MAFRA","SC"
"ermerinda.areci101316@gmail.com","RIO DE JANEIRO","RJ"
"viviene.lauricio939744@gmail.com","SEROPÉDICA","RJ"
"jaciva.lauricio118978@gmail.com","CONTAGEM","MG"
"cleudis.doroti826474@gmail.com","RIO DO SUL","SC"
