"email","city","state"
"martilho.duarte801038@gmail.com","BELO HORIZONTE","MG"
"sheylla.areci167498@gmail.com","SANTANA DO PARAÍSO","MG"
"cleudis.lauricio437758@gmail.com","UBERLÂNDIA","MG"
"esterlania.duarte936074@gmail.com","PIRAPORA","MG"
"cayro.estener160496@gmail.com","SENADOR AMARAL","MG"
"leivani.duarte050442@gmail.com","BELO HORIZONTE","MG"
"otacildo.gedielson424170@gmail.com","CURVELO","MG"
"laurisia.maiare821488@gmail.com","RIBEIRÃO DAS NEVES","MG"
"sheylla.duarte927762@gmail.com","POUSO ALEGRE","MG"
"leciara.jideilson705560@gmail.com","BELO HORIZONTE","MG"
"franciberto.argulino923868@gmail.com","BELO HORIZONTE","MG"
"rosemilda.genai013492@gmail.com","MOEDA","MG"
"cleudon.duarte812758@gmail.com","MONTES CLAROS","MG"
"alanes.regivanda570648@gmail.com","CUIABÁ","MT"
"dinize.lauricio283994@gmail.com","ITAJUBÁ","MG"
"marron.adeildo886392@gmail.com","CONTAGEM","MG"
"idilmar.vam801008@gmail.com","CONTAGEM","MG"
"elizabett.deusomar040408@gmail.com","BELO HORIZONTE","MG"
"izabelina.duarte461056@gmail.com","PASSOS","MG"
"evaldson.duarte977016@gmail.com","LAGOA SANTA","MG"
"cleuziane.fracisca508660@gmail.com","BETIM","MG"
"viviene.lauricio191846@gmail.com","ITAÚ DE MINAS","MG"
"rosemelia.gedielson944500@gmail.com","BERIZAL","MG"
"aurenizia.mykelly512664@gmail.com","RIBEIRÃO DAS NEVES","MG"
"gihad.genai190124@gmail.com","SABARÁ","MG"
"adirton.adcelia867664@gmail.com","BETIM","MG"
"evangelia.duarte338974@gmail.com","BRUMADINHO","MG"
"adones.arquilino644912@gmail.com","RIBEIRÃO DAS NEVES","MG"
"keuvia.areci681678@gmail.com","SANTA LUZIA","MG"
"kirla.urbana152448@gmail.com","OURO FINO","MG"
"gilasio.rosineth953412@gmail.com","RESSAQUINHA","MG"
"liely.lauricio509986@gmail.com","TRÊS MARIAS","MG"
"viviene.aurinez331106@gmail.com","BELO HORIZONTE","MG"
"idinir.argulino935122@gmail.com","ALFENAS","MG"
"rosenilva.duarte121764@gmail.com","RIBEIRÃO DAS NEVES","MG"
"sheylla.duarte681998@gmail.com","RIBEIRÃO DAS NEVES","MG"
"cleuziane.vam247434@gmail.com","BELO HORIZONTE","MG"
"suyla.deusidete482636@gmail.com","ITURAMA","MG"
"altilene.genai042826@gmail.com","POÇOS DE CALDAS","MG"
"edivalter.nabeli384642@gmail.com","BELO HORIZONTE","MG"
"neidilson.lauricio125792@gmail.com","SACRAMENTO","MG"
"uslania.guillia653728@gmail.com","CONTAGEM","MG"
"nislane.aradia343422@gmail.com","BELO HORIZONTE","MG"
"evanda.cleucivania648530@gmail.com","BELO HORIZONTE","MG"
"adejailma.areci907148@gmail.com","BELO HORIZONTE","MG"
"adneusa.dionario689246@gmail.com","BELO HORIZONTE","MG"
"iure.areci920978@gmail.com","PASSOS","MG"
"lys.estener223746@gmail.com","BELO HORIZONTE","MG"
"osniel.duarte023798@gmail.com","CONTAGEM","MG"
"estefesson.lauricio739756@gmail.com","CORONEL FABRICIANO","MG"
"jannette.jenifer623260@gmail.com","BELO HORIZONTE","MG"
"ademarcos.ulio335978@gmail.com","NOVA LIMA","MG"
"elois.dorinato966232@gmail.com","POÇOS DE CALDAS","MG"
"xarlene.fracisca810988@gmail.com","UBERABA","MG"
"laurisia.niles670030@gmail.com","JUIZ DE FORA","MG"
"lyss.dionise503544@gmail.com","IBIRITÉ","MG"
"zeneri.clevandira165612@gmail.com","VÁRZEA GRANDE","MT"
"uelde.lauricio346612@gmail.com","ANDRADAS","MG"
"cleiston.shenia192934@gmail.com","POÇOS DE CALDAS","MG"
"adineia.francilu936518@gmail.com","CAMPO FLORIDO","MG"
"lilla.niles089988@gmail.com","CONTAGEM","MG"
"sibere.francilu512352@gmail.com","MONTES CLAROS","MG"
"adneusa.areci504084@gmail.com","SÃO JOAQUIM DE BICAS","MG"
"islaila.ritha848602@gmail.com","BELO HORIZONTE","MG"
"kemely.duarte387818@gmail.com","FRUTAL","MG"
"damares.areci474558@gmail.com","MONTES CLAROS","MG"
"marrie.gedinalva009832@gmail.com","SABARÁ","MG"
"laurecy.tiphane744184@gmail.com","BETIM","MG"
"idaildo.francilu176656@gmail.com","SABARÁ","MG"
"jonieli.evanucia932346@gmail.com","PRUDENTE DE MORAIS","MG"
"diojinis.lauricio586480@gmail.com","BELO HORIZONTE","MG"
"cleiliane.shenia818688@gmail.com","MONTES CLAROS","MG"
"roserlane.duarte620018@gmail.com","BELO HORIZONTE","MG"
"inucencia.fracisca595224@gmail.com","PIRANGA","MG"
"elizom.raguel328868@gmail.com","ITAÚ DE MINAS","MG"
"alvino.estener720194@gmail.com","RIBEIRÃO DAS NEVES","MG"
"valterni.duarte283034@gmail.com","BELO HORIZONTE","MG"
"lailto.deusidete470560@gmail.com","LAGOA SANTA","MG"
"eria.duarte043538@gmail.com","PIUMHI","MG"
"keny.deusidete237536@gmail.com","SANTANA DO PARAÍSO","MG"
"jonaths.francilu561012@gmail.com","PIRAPORA","MG"
"kiliane.areci697988@gmail.com","ESMERALDAS","MG"
"jonhn.areci689070@gmail.com","BELO HORIZONTE","MG"
"neivam.ralyson886208@gmail.com","BELO HORIZONTE","MG"
"suziclei.jandisom929774@gmail.com","CONTAGEM","MG"
"ercilha.doraci336886@gmail.com","ACORIZAL","MT"
"ledenilson.shenia157580@gmail.com","SANTA LUZIA","MG"
"aleisa.naize548156@gmail.com","BELO HORIZONTE","MG"
"reigiane.lauricio795408@gmail.com","PASSOS","MG"
"sheylla.fracisca943924@gmail.com","TAIOBEIRAS","MG"
"jenefir.genai816378@gmail.com","UBERABA","MG"
"rainaria.wuendy514454@gmail.com","SARZEDO","MG"
"taelise.nabeli795494@gmail.com","BARBACENA","MG"
"cleudis.lawanda446580@gmail.com","BELO HORIZONTE","MG"
"deilde.jesina484150@gmail.com","BELO HORIZONTE","MG"
"ivonelia.ilizabete198856@gmail.com","BELO HORIZONTE","MG"
"jenerino.keci180448@gmail.com","SABARÁ","MG"
"deimison.patrikc846584@gmail.com","JANGADA","MT"
"kyky.francilu901224@gmail.com","CONQUISTA","MG"
"ubirai.flodoaldo090568@gmail.com","CUIABÁ","MT"
"alvalina.lauricio798412@gmail.com","UBERABA","MG"
"alcindo.lauricio401806@gmail.com","BELO HORIZONTE","MG"
"mecilene.shenia856200@gmail.com","ITACAMBIRA","MG"
"celei.niles258502@gmail.com","BELO HORIZONTE","MG"
"volgran.duarte689730@gmail.com","BELO HORIZONTE","MG"
"ana.jeovanio853010@gmail.com","BETIM","MG"
"evandir.francilu577366@gmail.com","NOVA SERRANA","MG"
"jeuson.hendryck894444@gmail.com","MATOZINHOS","MG"
"laurivalda.duarte394384@gmail.com","NOVA LIMA","MG"
"adejailma.duarte008796@gmail.com","CONCEIÇÃO DAS ALAGOAS","MG"
"lys.estevita866228@gmail.com","BELO HORIZONTE","MG"
"alaim.gilvande447830@gmail.com","MONTE CARMELO","MG"
"raquiele.geliza239270@gmail.com","SÃO SEBASTIÃO DO PARAÍSO","MG"
"evaldson.flodoaldo043522@gmail.com","ENGENHEIRO NAVARRO","MG"
"marssal.lauricio657780@gmail.com","CARMO DO RIO CLARO","MG"
"ana.mosarte318392@gmail.com","BELO HORIZONTE","MG"
"loreta.duarte294070@gmail.com","ESTIVA","MG"
"edivalter.duarte297542@gmail.com","OURO PRETO","MG"
"evaldson.fracisca884782@gmail.com","BELO HORIZONTE","MG"
"shisley.nabeli224248@gmail.com","BURITIZEIRO","MG"
"dilcineia.serlei107952@gmail.com","BONFIM","MG"
"alaim.nairis373966@gmail.com","BELO HORIZONTE","MG"
"sino.kayllani252754@gmail.com","ALVINÓPOLIS","MG"
"eronilse.niles360326@gmail.com","CONGONHAS","MG"
"laurecy.beronice477470@gmail.com","POÇOS DE CALDAS","MG"
"laudiseia.elisimara637364@gmail.com","CONTAGEM","MG"
"taelise.myller120604@gmail.com","CONGONHAS","MG"
"adineia.shenia570330@gmail.com","SANTA LUZIA","MG"
"liedna.francilu386272@gmail.com","PASSOS","MG"
"cecily.deusenita330470@gmail.com","VESPASIANO","MG"
"francineusa.areci825264@gmail.com","CONTAGEM","MG"
"marssal.duarte141008@gmail.com","PIUMHI","MG"
"dalzirene.deusidete859114@gmail.com","BELO HORIZONTE","MG"
"evaldson.lauricio112586@gmail.com","POÇOS DE CALDAS","MG"
"slvania.azimar452044@gmail.com","BELO HORIZONTE","MG"
"idilton.ivna544030@gmail.com","PASSOS","MG"
"ivonilza.luzamira895264@gmail.com","JACUÍ","MG"
"izabelina.janimara696616@gmail.com","BELO HORIZONTE","MG"
"sheylla.duarte363514@gmail.com","BELO HORIZONTE","MG"
"doralinda.hagop159088@gmail.com","CRISTINA","MG"
"maderson.palmiria843380@gmail.com","ESMERALDAS","MG"
"dirleine.duarte457338@gmail.com","RONDONÓPOLIS","MT"
"cleuto.maesio280096@gmail.com","CORONEL FABRICIANO","MG"
"jannette.miriah511816@gmail.com","CALDAS","MG"
"evaldson.darciane469422@gmail.com","UBERLÂNDIA","MG"
"edislandia.elisaldo888200@gmail.com","RIBEIRÃO DAS NEVES","MG"
"izabethe.yoco670464@gmail.com","CONTAGEM","MG"
"regiana.adeildo357866@gmail.com","MONTES CLAROS","MG"
"clobson.shenia804710@gmail.com","GUAPÉ","MG"
"izabelina.lauricio474750@gmail.com","TURVOLÂNDIA","MG"
"mailani.adeildo611120@gmail.com","CLARO DOS POÇÕES","MG"
"babila.asenildo361510@gmail.com","RAPOSOS","MG"
"adonilde.estener296032@gmail.com","JUATUBA","MG"
"riuler.ivna845702@gmail.com","CONTAGEM","MG"
"ervio.patrikc788890@gmail.com","CUIABÁ","MT"
"nikson.franciley229960@gmail.com","CUIABÁ","MT"
"dalzirene.halesson357206@gmail.com","CAMPO DO MEIO","MG"
"izalene.lauricio983754@gmail.com","BELO HORIZONTE","MG"
"alaim.gedielson961544@gmail.com","BELO HORIZONTE","MG"
"klenilton.dhiemeson849070@gmail.com","BELO HORIZONTE","MG"
"dalfran.duarte127300@gmail.com","BELO HORIZONTE","MG"
"adivanete.jussilaine814886@gmail.com","SANTA LUZIA","MG"
"evanjivaldo.darby431002@gmail.com","OLHOS DÁGUA","MG"
"viviene.francineire317232@gmail.com","RIBEIRÃO DAS NEVES","MG"
"kheren.duarte069736@gmail.com","BETIM","MG"
"albetania.livrada295142@gmail.com","CONTAGEM","MG"
"edivalter.duarte337298@gmail.com","MONTES CLAROS","MG"
"darleno.luzidete962504@gmail.com","GUANHÃES","MG"
"iedes.ordania155274@gmail.com","EXTREMA","MG"
"diulinda.leosir542072@gmail.com","POÇOS DE CALDAS","MG"
"ceilma.shenia482176@gmail.com","BETIM","MG"
"xarlene.dhiemeson170196@gmail.com","UBERABA","MG"
"virlania.duarte173448@gmail.com","IBIRITÉ","MG"
"simonides.lauricio187974@gmail.com","MONTES CLAROS","MG"
"irvania.areci226634@gmail.com","BELO HORIZONTE","MG"
"arisangela.lauricio661242@gmail.com","MONTES CLAROS","MG"
"raphael.nabor595742@gmail.com","GOVERNADOR VALADARES","MG"
"richarlysson.miridan827470@gmail.com","VÁRZEA GRANDE","MT"
"sheylla.lauricio341814@gmail.com","SANTA LUZIA","MG"
"gildemberg.adeildo318772@gmail.com","OURO PRETO","MG"
"raolina.gedielson623290@gmail.com","BELO HORIZONTE","MG"
"ermison.francilu202040@gmail.com","BETIM","MG"
"jezilda.eliveuton531150@gmail.com","ESMERALDAS","MG"
"alaim.antonilsa724530@gmail.com","PASSOS","MG"
"arailda.lauricio919114@gmail.com","CONTAGEM","MG"
"florisbela.catari503628@gmail.com","BETIM","MG"
"albair.geliza973604@gmail.com","CAPELINHA","MG"
"simonides.randolpho068732@gmail.com","CONTAGEM","MG"
"adejailma.lauricio008720@gmail.com","BOCAIÚVA","MG"
"shesley.castro385618@gmail.com","BELO HORIZONTE","MG"
"alcisa.amercina845234@gmail.com","FORMIGA","MG"
"albair.lauricio136934@gmail.com","POUSO ALEGRE","MG"
"macelia.duarte800152@gmail.com","RIBEIRÃO DAS NEVES","MG"
"lyslane.adeildo450302@gmail.com","SABARÁ","MG"
"jevson.ordaiza160572@gmail.com","OURO BRANCO","MG"
"clevandira.ulio037474@gmail.com","BELO HORIZONTE","MG"
"ercilha.hanrry957520@gmail.com","RIBEIRÃO DAS NEVES","MG"
"deilan.areci365106@gmail.com","UBERLÂNDIA","MG"
"lves.udney079652@gmail.com","BELO HORIZONTE","MG"
"nilcimeire.evanucia473630@gmail.com","BELO HORIZONTE","MG"
"laudiseia.palmiria528984@gmail.com","BELO HORIZONTE","MG"
"irivan.adabel070188@gmail.com","BELO HORIZONTE","MG"
"ielda.duarte140554@gmail.com","MATOZINHOS","MG"
"denisom.luisy460676@gmail.com","PARAOPEBA","MG"
"rilvia.francilu893824@gmail.com","ITUIUTABA","MG"
"marieliza.lauricio601234@gmail.com","SÃO LOURENÇO","MG"
"rawanne.duarte027112@gmail.com","ARAGUARI","MG"
"synara.viviene884000@gmail.com","POÇOS DE CALDAS","MG"
"jaedison.geliza965888@gmail.com","BELO HORIZONTE","MG"
"ausemir.areci700096@gmail.com","CONTAGEM","MG"
"ermerinda.gedielson492876@gmail.com","BELO HORIZONTE","MG"
"alam.livrada131494@gmail.com","GUAPÉ","MG"
"neidilson.dionario843286@gmail.com","SANTA RITA DO SAPUCAÍ","MG"
"liraldo.duarte459764@gmail.com","CONTAGEM","MG"
"ritamaria.laurivalda768278@gmail.com","CAMBUÍ","MG"
"mecilene.duarte621552@gmail.com","BELO HORIZONTE","MG"
"neidilson.geliza568400@gmail.com","CARMO DO RIO CLARO","MG"
"laurecy.lauricio825308@gmail.com","PONTO CHIQUE","MG"
"evaldson.jesina301750@gmail.com","BELO HORIZONTE","MG"
"ermerinda.lauricio372738@gmail.com","PARÁ DE MINAS","MG"
"ermerinda.castro573952@gmail.com","NOVA LIMA","MG"
"armedio.elizani542746@gmail.com","BETIM","MG"
"geilto.shenia992726@gmail.com","MONTES CLAROS","MG"
"izaeti.deusidete087982@gmail.com","BELO HORIZONTE","MG"
"elizeu.antonira010310@gmail.com","CONTAGEM","MG"
"damares.lauricio215510@gmail.com","UBERABA","MG"
"raolina.wuilson395098@gmail.com","BETIM","MG"
"iveta.luzamira458918@gmail.com","IBIRITÉ","MG"
"jenefe.duarte132014@gmail.com","VERA","MT"
"mahatma.duarte086988@gmail.com","BELO HORIZONTE","MG"
"simpliciano.estener396962@gmail.com","PASSOS","MG"
"neivam.francilu829316@gmail.com","POUSO ALEGRE","MG"
"vardelino.genai558838@gmail.com","IBIRITÉ","MG"
"vlademir.lauricio105430@gmail.com","SALINAS","MG"
"alcindo.duarte000770@gmail.com","ESMERALDAS","MG"
"maiander.lauricio735338@gmail.com","CONTAGEM","MG"
"lauriano.lauricio206448@gmail.com","BETIM","MG"
"lyss.lorien330280@gmail.com","SABARÁ","MG"
"arlea.djaci961588@gmail.com","SÃO JOÃO BATISTA DO GLÓRIA","MG"
"neilde.edmond558926@gmail.com","CURVELO","MG"
"iveta.mercinda405298@gmail.com","BELO HORIZONTE","MG"
"jhoi.udenilton210748@gmail.com","SANTO ANTÔNIO DO MONTE","MG"
"adineia.duarte345010@gmail.com","DIVINÓPOLIS","MG"
"euzer.djaci202310@gmail.com","CAPELINHA","MG"
"laurisia.hanrry111922@gmail.com","BETIM","MG"
"iure.genai267308@gmail.com","TOLEDO","MG"
"hannya.francilu978774@gmail.com","BOM SUCESSO","MG"
"rikuelme.argulino105998@gmail.com","BETIM","MG"
"tayana.dhiemeson821126@gmail.com","SÃO SEBASTIÃO DO PARAÍSO","MG"
"livea.areci506466@gmail.com","IBIRITÉ","MG"
"madrilene.duarte239652@gmail.com","NOVA ESPERANÇA","MG"
"geonilde.lauricio699586@gmail.com","CONTAGEM","MG"
"taelise.francilu721604@gmail.com","SETE LAGOAS","MG"
"alaim.duarte348070@gmail.com","BELO HORIZONTE","MG"
"adejailma.duarte576784@gmail.com","SANTA LUZIA","MG"
"lves.vam361314@gmail.com","BELO HORIZONTE","MG"
"dalvam.carmelene957774@gmail.com","JUATUBA","MG"
"sheylla.emile518392@gmail.com","BETIM","MG"
"shesley.deusinaldo026948@gmail.com","SABARÁ","MG"
"adejanio.jucela073504@gmail.com","BETIM","MG"
"cleudis.lauricio450870@gmail.com","BELO HORIZONTE","MG"
"vanduy.adeildo148494@gmail.com","BETIM","MG"
"simiramis.duarte612526@gmail.com","SANTA BÁRBARA","MG"
"laurivalda.mercelina861460@gmail.com","CONTAGEM","MG"
"evandro.duarte359400@gmail.com","POCONÉ","MT"
"viviene.lauricio102516@gmail.com","SÃO SEBASTIÃO DO PARAÍSO","MG"
"edircio.duarte984238@gmail.com","FRONTEIRA","MG"
"cleuto.francilu981848@gmail.com","NOVA CANAÃ DO NORTE","MT"
"dalila.eliziana461966@gmail.com","BELO HORIZONTE","MG"
"samil.jussilaine927936@gmail.com","CLARO DOS POÇÕES","MG"
"ezo.leonia793408@gmail.com","PRATA","MG"
"adonaide.luisy595414@gmail.com","CAMANDUCAIA","MG"
"sheylla.ivna637532@gmail.com","BELO HORIZONTE","MG"
"kuele.francilu519234@gmail.com","IBIRITÉ","MG"
"xarlene.vadeci931248@gmail.com","GUAPÉ","MG"
"vangia.lauricio607582@gmail.com","CONTAGEM","MG"
"elizabt.areci538420@gmail.com","SÃO LOURENÇO","MG"
"adelisio.nabeli824022@gmail.com","BELO HORIZONTE","MG"
"ademison.hanrry765716@gmail.com","BELO HORIZONTE","MG"
"adejailma.duarte529944@gmail.com","BELO HORIZONTE","MG"
"taivan.elisandrea070612@gmail.com","SABARÁ","MG"
"nenivaldo.shenia789810@gmail.com","CARMO DO RIO CLARO","MG"
"elizabetha.genai205446@gmail.com","RIBEIRÃO DAS NEVES","MG"
"simiramis.raguel682046@gmail.com","UBERABA","MG"
"nilande.lauricio795936@gmail.com","IGUATAMA","MG"
"dalila.jussilaine443398@gmail.com","LEME DO PRADO","MG"
"idla.lauricio954380@gmail.com","CONTAGEM","MG"
"cleunira.dionario460210@gmail.com","CONTAGEM","MG"
"degivan.josuel121496@gmail.com","BELO HORIZONTE","MG"
"edivalter.cleucivania860696@gmail.com","AREADO","MG"
"adeivo.edineldo039268@gmail.com","JACIARA","MT"
"nislane.patrikc967832@gmail.com","BELO HORIZONTE","MG"
"misangela.randolpho863892@gmail.com","FRONTEIRA","MG"
"simonides.francilu318322@gmail.com","CÁSSIA","MG"
"cleicione.lauricio831906@gmail.com","ITAÚ DE MINAS","MG"
"ana.lauricio857778@gmail.com","BELO HORIZONTE","MG"
"edevino.dionario137990@gmail.com","BELO HORIZONTE","MG"
"aryton.dionario919562@gmail.com","ARAXÁ","MG"
"francismara.lauricio697600@gmail.com","IPATINGA","MG"
"verailda.areci613012@gmail.com","CAMPESTRE","MG"
"alanio.gilvande105180@gmail.com","CONTAGEM","MG"
"lys.jhonantan233376@gmail.com","MONTES CLAROS","MG"
"deyglison.duarte333610@gmail.com","CONTAGEM","MG"
"denildo.jeovanio988224@gmail.com","BELO HORIZONTE","MG"
"izabelina.elzangela173858@gmail.com","BELO HORIZONTE","MG"
"eliadne.areci791340@gmail.com","SÃO JOSÉ DA LAPA","MG"
"jonia.francilu669712@gmail.com","BELO HORIZONTE","MG"
"neilde.gilvoneide660808@gmail.com","AUGUSTO DE LIMA","MG"
"simauro.niles397804@gmail.com","ITAÚNA","MG"
"sheylla.duarte740550@gmail.com","POÇOS DE CALDAS","MG"
"klenilton.djaci926822@gmail.com","POUSO ALEGRE","MG"
"neidilson.francilu806166@gmail.com","BETIM","MG"
"adejailma.ramiele545824@gmail.com","CONCEIÇÃO DO MATO DENTRO","MG"
"francele.lauricio643482@gmail.com","PARAGUAÇU","MG"
"alcindo.dilcineia228342@gmail.com","CONTAGEM","MG"
"sheylla.francilu489642@gmail.com","ARAXÁ","MG"
"fulosina.duarte022184@gmail.com","FORMIGA","MG"
"lizeni.bertil849186@gmail.com","BELO HORIZONTE","MG"
"vanduy.francilu350192@gmail.com","BELO HORIZONTE","MG"
"leonarda.duarte819888@gmail.com","ESMERALDAS","MG"
"laurivalda.wisner262566@gmail.com","VESPASIANO","MG"
"guilda.areci328280@gmail.com","UBERABA","MG"
"nelian.eliziana349810@gmail.com","MONTES CLAROS","MG"
"naderson.areci800910@gmail.com","SETE LAGOAS","MG"
"dalmar.duarte994940@gmail.com","OURO PRETO","MG"
"alarico.bernevaldo111106@gmail.com","CONTAGEM","MG"
"nilsirene.irion790926@gmail.com","OURO PRETO","MG"
"sheylla.duarte196422@gmail.com","CONTAGEM","MG"
"iure.deusomar117624@gmail.com","CONTAGEM","MG"
"clobson.duarte931882@gmail.com","MONTES CLAROS","MG"
"estefesson.duarte622650@gmail.com","BETIM","MG"
"montanaro.genai312254@gmail.com","CONTAGEM","MG"
"clevandira.francilu368124@gmail.com","BELO HORIZONTE","MG"
"laudivina.izaela967818@gmail.com","BELO HORIZONTE","MG"
"eliacim.argulino917256@gmail.com","CAPITÃO ENÉAS","MG"
"rosirlei.deusenita686616@gmail.com","CUIABÁ","MT"
"izabelina.genai467168@gmail.com","MONTES CLAROS","MG"
"aulerino.kenea063620@gmail.com","PASSOS","MG"
"adejailma.lauricio807536@gmail.com","POÇOS DE CALDAS","MG"
"ednalvo.areci214694@gmail.com","BELO HORIZONTE","MG"
"laurivalda.duarte409484@gmail.com","BETIM","MG"
"carmezita.monalissa144968@gmail.com","ESMERALDAS","MG"
"rosimai.jandilucia485678@gmail.com","BELO HORIZONTE","MG"
"ana.genai610616@gmail.com","SABARÁ","MG"
"neidilson.duarte935548@gmail.com","SANTA LUZIA","MG"
"iure.kallio672518@gmail.com","VARGINHA","MG"
"adejailma.rogerlan106556@gmail.com","RIBEIRÃO DAS NEVES","MG"
"izabelina.lauricio294936@gmail.com","PASSOS","MG"
"lindecir.duarte710284@gmail.com","ÁGUAS VERMELHAS","MG"
"sheylla.livrada641488@gmail.com","MONTES CLAROS","MG"
"jaciva.lauricio118978@gmail.com","CONTAGEM","MG"
"jaedison.geliza412364@gmail.com","BELO HORIZONTE","MG"
"rozair.geliza506226@gmail.com","BETIM","MG"
"jonieli.mercinda508114@gmail.com","RIBEIRÃO DAS NEVES","MG"
"odethe.geliza328366@gmail.com","CONGONHAS","MG"
"evaldson.francineire559902@gmail.com","BELO HORIZONTE","MG"
"cleusina.duarte480338@gmail.com","RIBEIRÃO DAS NEVES","MG"
"ivanelson.biane950158@gmail.com","LONTRA","MG"
"normalice.duarte490950@gmail.com","ITAMOGI","MG"
"rosema.lauricio160558@gmail.com","RIBEIRÃO DAS NEVES","MG"
"kleide.islander427282@gmail.com","CONTAGEM","MG"
"albetania.genai160458@gmail.com","RIBEIRÃO DAS NEVES","MG"
"carloto.francilu264184@gmail.com","BELO HORIZONTE","MG"
"nenivaldo.adeildo193528@gmail.com","CONTAGEM","MG"
"gideon.geliza513920@gmail.com","OURO PRETO","MG"
"willi.argulino648526@gmail.com","PARAGUAÇU","MG"
"ermi.ursina420762@gmail.com","BELO HORIZONTE","MG"
"robevania.gedielson894438@gmail.com","CONTAGEM","MG"
"iveta.estener760156@gmail.com","RAPOSOS","MG"
"simpliciano.raylton370898@gmail.com","ANDRADAS","MG"
"ana.geliza409376@gmail.com","BELO HORIZONTE","MG"
"nobuhiro.deusidete591924@gmail.com","OURO PRETO","MG"
"sheylla.wisner438464@gmail.com","OURO PRETO","MG"
"nilzeli.wolney323032@gmail.com","BELO HORIZONTE","MG"
"meiridiana.mykaellen145094@gmail.com","PIUMHI","MG"
"evaldson.argulino082678@gmail.com","BELO HORIZONTE","MG"
"esterlania.francilu712840@gmail.com","ERVÁLIA","MG"
"izaela.luzamira484612@gmail.com","CONTAGEM","MG"
"wirley.francilu654602@gmail.com","BRUMADINHO","MG"
"aldelene.duarte167116@gmail.com","BELO HORIZONTE","MG"
"cleuci.ednelda170876@gmail.com","BELO HORIZONTE","MG"
"jozelina.francilu479506@gmail.com","MONTES CLAROS","MG"
"alaim.maricleide971588@gmail.com","CONTAGEM","MG"
"isailton.geliza308134@gmail.com","LAGOA SANTA","MG"
"gildenice.francilu784608@gmail.com","POÇOS DE CALDAS","MG"
"dionne.adeildo453418@gmail.com","SABARÁ","MG"
"nilval.eliziana309510@gmail.com","JABOTICATUBAS","MG"
"nisael.areci771544@gmail.com","BETIM","MG"
"jenefe.antolio887856@gmail.com","PATOS DE MINAS","MG"
"adativa.genai190596@gmail.com","SÃO JOSÉ DO GOIABAL","MG"
"laurecy.palmiria609810@gmail.com","CONTAGEM","MG"
"carlison.flodoaldo178500@gmail.com","BARÃO DE COCAIS","MG"
"rosieire.eliziana739484@gmail.com","CAETÉ","MG"
"albetania.jerulino039574@gmail.com","BELO HORIZONTE","MG"
"eronice.vam362736@gmail.com","BELO HORIZONTE","MG"
"rosicleudo.anacio053484@gmail.com","BETIM","MG"
"laurisia.duarte455394@gmail.com","BELO HORIZONTE","MG"
"sheylla.hanrry521010@gmail.com","BELO HORIZONTE","MG"
"damares.fracisca902620@gmail.com","MONTES CLAROS","MG"
"kaelem.lauricio408982@gmail.com","ALFENAS","MG"
"henir.duarte395230@gmail.com","SANTO ANTÔNIO DO AMPARO","MG"
"sheylla.lauricio854072@gmail.com","EXTREMA","MG"
"nilco.genai749758@gmail.com","ÁGUA BOA","MT"
"cleudis.duarte396838@gmail.com","CURVELO","MG"
"adonaide.nubiara697722@gmail.com","BELO HORIZONTE","MG"
"tairini.duarte222958@gmail.com","NOVO CRUZEIRO","MG"
"clevandira.geliza286682@gmail.com","BELO HORIZONTE","MG"
"neidilson.estener896656@gmail.com","BELO HORIZONTE","MG"
"francinele.francilu056976@gmail.com","SANTA LUZIA","MG"
"viviene.francilu521214@gmail.com","IBIRACI","MG"
"tassiano.leonia540194@gmail.com","SÃO JOSÉ DA BARRA","MG"
"wanderson.edinomar004992@gmail.com","BELO HORIZONTE","MG"
"elizom.anabi801872@gmail.com","TRÊS CORAÇÕES","MG"
"roserlane.areci471902@gmail.com","CUIABÁ","MT"
"jusselina.joeverton027560@gmail.com","SÃO JOAQUIM DE BICAS","MG"
"denildo.gilio962988@gmail.com","RIBEIRÃO DAS NEVES","MG"
"euzer.juceliano284884@gmail.com","BETIM","MG"
"ledenilson.deusidete946390@gmail.com","BELO HORIZONTE","MG"
"cleviston.argulino346922@gmail.com","BELO HORIZONTE","MG"
"clobson.francilu840800@gmail.com","ALFENAS","MG"
"iveta.hendryck413028@gmail.com","BELO HORIZONTE","MG"
"toshinori.lauricio421988@gmail.com","EXTREMA","MG"
"euzer.watilla213276@gmail.com","BELO HORIZONTE","MG"
"lindecir.francilu436636@gmail.com","CAETÉ","MG"
"grazilele.lauricio282518@gmail.com","CONTAGEM","MG"
"izalene.shenia717846@gmail.com","BRUMADINHO","MG"
"jeneilson.genai714252@gmail.com","PASSOS","MG"
"neline.duarte185468@gmail.com","VESPASIANO","MG"
"euzer.duany101042@gmail.com","SÃO FRANCISCO","MG"
"viviene.anabi679302@gmail.com","MONTES CLAROS","MG"
"nerine.geliza837462@gmail.com","CONTAGEM","MG"
"shiara.duarte565294@gmail.com","CONTAGEM","MG"
"ermison.jussario878818@gmail.com","SANTA LUZIA","MG"
"ermi.lauricio278256@gmail.com","BELO HORIZONTE","MG"
"dalmar.duarte405520@gmail.com","SANTA LUZIA","MG"
"iure.adeildo227886@gmail.com","SÃO JOAQUIM DE BICAS","MG"
"iure.lauricio815894@gmail.com","CÁSSIA","MG"
"neima.franciley854380@gmail.com","SANTO ANTÔNIO DO MONTE","MG"
